ff_instance,min_slack
_1786_,9999.0
_1787_,9999.0
_1788_,9999.0
_1789_,9999.0
_1790_,9999.0
_1791_,9999.0
_1792_,9999.0
_1793_,9999.0
_1794_,9999.0
_1795_,9999.0
_1796_,9999.0
_1797_,9999.0
_1798_,9999.0
_1799_,9999.0
_1800_,9999.0
_1801_,9999.0
_1802_,9999.0
_1803_,9999.0
_1804_,9999.0
_1805_,9999.0
_1806_,9999.0
_1807_,9999.0
_1808_,9999.0
_1809_,9999.0
_1810_,9999.0
_1811_,9999.0
_1812_,9999.0
_1813_,9999.0
_1814_,9999.0
_1815_,9999.0
_1816_,9999.0
_1817_,9999.0
_1818_,9999.0
_1819_,9999.0
_1820_,9999.0
_1821_,9999.0
_1822_,9999.0
_1823_,9999.0
_1824_,9999.0
_1825_,9999.0
_1826_,9999.0
_1827_,9999.0
_1828_,9999.0
_1829_,9999.0
_1830_,9999.0
_1831_,9999.0
_1832_,9999.0
_1833_,9999.0
_1834_,9999.0
_1835_,9999.0
_1836_,9999.0
_1837_,9999.0
_1838_,9999.0
_1839_,9999.0
_1840_,9999.0
_1841_,9999.0
_1842_,9999.0
_1843_,9999.0
_1844_,9999.0
_1845_,9999.0
_1846_,9999.0
_1847_,9999.0
_1848_,9999.0
_1849_,9999.0
_1850_,9999.0
_1851_,9999.0
_1852_,9999.0
_1853_,9999.0
_1854_,9999.0
_1855_,9999.0
_1856_,9999.0
_1857_,9999.0
_1858_,9999.0
_1859_,9999.0
_1860_,9999.0
_1861_,9999.0
_1862_,9999.0
_1863_,9999.0
_1864_,9999.0
_1865_,9999.0
_1866_,9999.0
_1867_,9999.0
_1868_,9999.0
_1869_,9999.0
_1870_,9999.0
_1871_,9999.0
_1872_,9999.0
_1873_,9999.0
