ff_instance,min_slack
_2820_,9999.0
_2821_,9999.0
_2822_,9999.0
_2823_,9999.0
_2824_,9999.0
_2825_,9999.0
_2826_,9999.0
_2827_,9999.0
_2828_,9999.0
_2829_,9999.0
_2830_,9999.0
_2831_,9999.0
_2832_,9999.0
_2833_,9999.0
_2834_,9999.0
_2835_,9999.0
_2836_,9999.0
_2837_,9999.0
_2838_,9999.0
_2839_,9999.0
_2840_,9999.0
_2841_,9999.0
_2842_,9999.0
_2843_,9999.0
_2844_,9999.0
_2845_,9999.0
_2846_,9999.0
_2847_,9999.0
_2848_,9999.0
_2849_,9999.0
_2850_,9999.0
_2851_,9999.0
_2852_,9999.0
_2853_,9999.0
_2854_,9999.0
_2855_,9999.0
_2856_,9999.0
_2857_,9999.0
_2858_,9999.0
_2859_,9999.0
_2860_,9999.0
_2861_,9999.0
_2862_,9999.0
_2863_,9999.0
_2864_,9999.0
_2865_,9999.0
_2866_,9999.0
_2867_,9999.0
_2868_,9999.0
_2869_,9999.0
_2870_,9999.0
_2871_,9999.0
_2872_,9999.0
_2873_,9999.0
_2874_,9999.0
_2875_,9999.0
_2876_,9999.0
_2877_,9999.0
_2878_,9999.0
_2879_,9999.0
_2880_,9999.0
_2881_,9999.0
_2882_,9999.0
_2883_,9999.0
_2884_,9999.0
_2885_,9999.0
_2886_,9999.0
_2887_,9999.0
_2888_,9999.0
_2889_,9999.0
_2890_,9999.0
_2891_,9999.0
_2892_,9999.0
_2893_,9999.0
_2894_,9999.0
_2895_,9999.0
_2896_,9999.0
_2897_,9999.0
_2898_,9999.0
_2899_,9999.0
_2900_,9999.0
_2901_,9999.0
_2902_,9999.0
_2903_,9999.0
_2904_,9999.0
_2905_,9999.0
_2906_,9999.0
_2907_,9999.0
_2908_,9999.0
_2909_,9999.0
_2910_,9999.0
_2911_,9999.0
_2912_,9999.0
_2913_,9999.0
_2914_,9999.0
_2915_,9999.0
_2916_,9999.0
_2917_,9999.0
_2918_,9999.0
_2919_,9999.0
_2920_,9999.0
_2921_,9999.0
_2922_,9999.0
_2923_,9999.0
_2924_,9999.0
_2925_,9999.0
_2926_,9999.0
_2927_,9999.0
_2928_,9999.0
_2929_,9999.0
_2930_,9999.0
_2931_,9999.0
_2932_,9999.0
_2933_,9999.0
_2934_,9999.0
_2935_,9999.0
_2936_,9999.0
_2937_,9999.0
_2938_,9999.0
_2939_,9999.0
_2940_,9999.0
_2941_,9999.0
_2942_,9999.0
_2943_,9999.0
_2944_,9999.0
_2945_,9999.0
_2946_,9999.0
_2947_,9999.0
_2948_,9999.0
_2949_,9999.0
_2950_,9999.0
_2951_,9999.0
_2952_,9999.0
_2953_,9999.0
_2954_,9999.0
_2955_,9999.0
_2956_,9999.0
_2957_,9999.0
_2958_,9999.0
_2959_,9999.0
_2960_,9999.0
_2961_,9999.0
_2962_,9999.0
_2963_,9999.0
_2964_,9999.0
_2965_,9999.0
_2966_,9999.0
_2967_,9999.0
_2968_,9999.0
_2969_,9999.0
_2970_,9999.0
_2971_,9999.0
_2972_,9999.0
_2973_,9999.0
_2974_,9999.0
_2975_,9999.0
_2976_,9999.0
_2977_,9999.0
_2978_,9999.0
_2979_,9999.0
_2980_,9999.0
_2981_,9999.0
_2982_,9999.0
_2983_,9999.0
_2984_,9999.0
_2985_,9999.0
_2986_,9999.0
_2987_,9999.0
_2988_,9999.0
_2989_,9999.0
_2990_,9999.0
_2991_,9999.0
_2992_,9999.0
_2993_,9999.0
_2994_,9999.0
_2995_,9999.0
_2996_,9999.0
_2997_,9999.0
_2998_,9999.0
_2999_,9999.0
_3000_,9999.0
_3001_,9999.0
_3002_,9999.0
_3003_,9999.0
_3004_,9999.0
_3005_,9999.0
_3006_,9999.0
_3007_,9999.0
_3008_,9999.0
_3009_,9999.0
_3010_,9999.0
_3011_,9999.0
_3012_,9999.0
_3013_,9999.0
_3014_,9999.0
_3015_,9999.0
_3016_,9999.0
_3017_,9999.0
_3018_,9999.0
_3019_,9999.0
_3020_,9999.0
_3021_,9999.0
_3022_,9999.0
_3023_,9999.0
_3024_,9999.0
_3025_,9999.0
_3026_,9999.0
_3027_,9999.0
_3028_,9999.0
_3029_,9999.0
_3030_,9999.0
_3031_,9999.0
_3032_,9999.0
_3033_,9999.0
_3034_,9999.0
_3035_,9999.0
_3036_,9999.0
_3037_,9999.0
_3038_,9999.0
_3039_,9999.0
