ff_instance,min_slack
_6614_,9999.0
_6615_,9999.0
_6616_,9999.0
_6617_,9999.0
_6618_,9999.0
_6619_,9999.0
_6620_,9999.0
_6621_,9999.0
_6622_,9999.0
_6623_,9999.0
_6624_,9999.0
_6625_,9999.0
_6626_,9999.0
_6627_,9999.0
_6628_,9999.0
_6629_,9999.0
_6630_,9999.0
_6631_,9999.0
_6632_,9999.0
_6633_,9999.0
_6634_,9999.0
_6635_,9999.0
_6636_,9999.0
_6637_,9999.0
_6638_,9999.0
_6639_,9999.0
_6640_,9999.0
_6641_,9999.0
_6642_,9999.0
_6643_,9999.0
_6644_,9999.0
_6645_,9999.0
_6646_,9999.0
_6647_,9999.0
_6648_,9999.0
_6649_,9999.0
_6650_,9999.0
_6651_,9999.0
_6652_,9999.0
_6653_,9999.0
_6654_,9999.0
_6655_,9999.0
_6656_,9999.0
_6657_,9999.0
_6658_,9999.0
_6659_,9999.0
_6660_,9999.0
_6661_,9999.0
_6662_,9999.0
_6663_,9999.0
_6664_,9999.0
_6665_,9999.0
_6666_,9999.0
_6667_,9999.0
_6668_,9999.0
_6669_,9999.0
_6670_,9999.0
_6671_,9999.0
_6672_,9999.0
_6673_,9999.0
_6674_,9999.0
_6675_,9999.0
_6676_,9999.0
_6677_,9999.0
_6678_,9999.0
_6679_,9999.0
_6680_,9999.0
_6681_,9999.0
_6682_,9999.0
_6683_,9999.0
_6684_,9999.0
_6685_,9999.0
_6686_,9999.0
_6687_,9999.0
_6688_,9999.0
_6689_,9999.0
_6690_,9999.0
_6691_,9999.0
_6692_,9999.0
_6693_,9999.0
_6694_,9999.0
_6695_,9999.0
_6696_,9999.0
_6697_,9999.0
_6698_,9999.0
_6699_,9999.0
_6700_,9999.0
_6701_,9999.0
_6702_,9999.0
_6703_,9999.0
_6704_,9999.0
_6705_,9999.0
_6706_,9999.0
_6707_,9999.0
_6708_,9999.0
_6709_,9999.0
_6710_,9999.0
_6711_,9999.0
_6712_,9999.0
_6713_,9999.0
_6714_,9999.0
_6715_,9999.0
_6716_,9999.0
_6717_,9999.0
_6718_,9999.0
_6719_,9999.0
_6720_,9999.0
_6721_,9999.0
_6722_,9999.0
_6723_,9999.0
_6724_,9999.0
