ff_instance,min_slack
DFF_0,9999.0
DFF_1,9999.0
DFF_10,9999.0
DFF_100,9999.0
DFF_1000,9999.0
DFF_1001,9999.0
DFF_1002,9999.0
DFF_1003,9999.0
DFF_1004,9999.0
DFF_1005,9999.0
DFF_1006,9999.0
DFF_1007,9999.0
DFF_1008,9999.0
DFF_1009,9999.0
DFF_101,9999.0
DFF_1010,9999.0
DFF_1011,9999.0
DFF_1012,9999.0
DFF_1013,9999.0
DFF_1014,9999.0
DFF_1015,9999.0
DFF_1016,9999.0
DFF_1017,9999.0
DFF_1018,9999.0
DFF_1019,9999.0
DFF_102,9999.0
DFF_1020,9999.0
DFF_1021,9999.0
DFF_1022,9999.0
DFF_1023,9999.0
DFF_1024,9999.0
DFF_1025,9999.0
DFF_1026,9999.0
DFF_1027,9999.0
DFF_1028,9999.0
DFF_1029,9999.0
DFF_103,9999.0
DFF_1030,9999.0
DFF_1031,9999.0
DFF_1032,9999.0
DFF_1033,9999.0
DFF_1034,9999.0
DFF_1035,9999.0
DFF_1036,9999.0
DFF_1037,9999.0
DFF_1038,9999.0
DFF_1039,9999.0
DFF_104,9999.0
DFF_1040,9999.0
DFF_1041,9999.0
DFF_1042,9999.0
DFF_1043,9999.0
DFF_1044,9999.0
DFF_1045,9999.0
DFF_1046,9999.0
DFF_1047,9999.0
DFF_1048,9999.0
DFF_1049,9999.0
DFF_105,9999.0
DFF_1050,9999.0
DFF_1051,9999.0
DFF_1052,9999.0
DFF_1053,9999.0
DFF_1054,9999.0
DFF_1055,9999.0
DFF_1056,9999.0
DFF_1057,9999.0
DFF_1058,9999.0
DFF_1059,9999.0
DFF_106,9999.0
DFF_1060,9999.0
DFF_1061,9999.0
DFF_1062,9999.0
DFF_1063,9999.0
DFF_1064,9999.0
DFF_1065,9999.0
DFF_1066,9999.0
DFF_1067,9999.0
DFF_1068,9999.0
DFF_1069,9999.0
DFF_107,9999.0
DFF_1070,9999.0
DFF_1071,9999.0
DFF_1072,9999.0
DFF_1073,9999.0
DFF_1074,9999.0
DFF_1075,9999.0
DFF_1076,9999.0
DFF_1077,9999.0
DFF_1078,9999.0
DFF_1079,9999.0
DFF_108,9999.0
DFF_1080,9999.0
DFF_1081,9999.0
DFF_1082,9999.0
DFF_1083,9999.0
DFF_1084,9999.0
DFF_1085,9999.0
DFF_1086,9999.0
DFF_1087,9999.0
DFF_1088,9999.0
DFF_1089,9999.0
DFF_109,9999.0
DFF_1090,9999.0
DFF_1091,9999.0
DFF_1092,9999.0
DFF_1093,9999.0
DFF_1094,9999.0
DFF_1095,9999.0
DFF_1096,9999.0
DFF_1097,9999.0
DFF_1098,9999.0
DFF_1099,9999.0
DFF_11,9999.0
DFF_110,9999.0
DFF_1100,9999.0
DFF_1101,9999.0
DFF_1102,9999.0
DFF_1103,9999.0
DFF_1104,9999.0
DFF_1105,9999.0
DFF_1106,9999.0
DFF_1107,9999.0
DFF_1108,9999.0
DFF_1109,9999.0
DFF_111,9999.0
DFF_1110,9999.0
DFF_1111,9999.0
DFF_1112,9999.0
DFF_1113,9999.0
DFF_1114,9999.0
DFF_1115,9999.0
DFF_1116,9999.0
DFF_1117,9999.0
DFF_1118,9999.0
DFF_1119,9999.0
DFF_112,9999.0
DFF_1120,9999.0
DFF_1121,9999.0
DFF_1122,9999.0
DFF_1123,9999.0
DFF_1124,9999.0
DFF_1125,9999.0
DFF_1126,9999.0
DFF_1127,9999.0
DFF_1128,9999.0
DFF_1129,9999.0
DFF_113,9999.0
DFF_1130,9999.0
DFF_1131,9999.0
DFF_1132,9999.0
DFF_1133,9999.0
DFF_1134,9999.0
DFF_1135,9999.0
DFF_1136,9999.0
DFF_1137,9999.0
DFF_1138,9999.0
DFF_1139,9999.0
DFF_114,9999.0
DFF_1140,9999.0
DFF_1141,9999.0
DFF_1142,9999.0
DFF_1143,9999.0
DFF_1144,9999.0
DFF_1145,9999.0
DFF_1146,9999.0
DFF_1147,9999.0
DFF_1148,9999.0
DFF_1149,9999.0
DFF_115,9999.0
DFF_1150,9999.0
DFF_1151,9999.0
DFF_1152,9999.0
DFF_1153,9999.0
DFF_1154,9999.0
DFF_1155,9999.0
DFF_1156,9999.0
DFF_1157,9999.0
DFF_1158,9999.0
DFF_1159,9999.0
DFF_116,9999.0
DFF_1160,9999.0
DFF_1161,9999.0
DFF_1162,9999.0
DFF_1163,9999.0
DFF_1164,9999.0
DFF_1165,9999.0
DFF_1166,9999.0
DFF_1167,9999.0
DFF_1168,9999.0
DFF_1169,9999.0
DFF_117,9999.0
DFF_1170,9999.0
DFF_1171,9999.0
DFF_1172,9999.0
DFF_1173,9999.0
DFF_1174,9999.0
DFF_1175,9999.0
DFF_1176,9999.0
DFF_1177,9999.0
DFF_1178,9999.0
DFF_1179,9999.0
DFF_118,9999.0
DFF_1180,9999.0
DFF_1181,9999.0
DFF_1182,9999.0
DFF_1183,9999.0
DFF_1184,9999.0
DFF_1185,9999.0
DFF_1186,9999.0
DFF_1187,9999.0
DFF_1188,9999.0
DFF_1189,9999.0
DFF_119,9999.0
DFF_1190,9999.0
DFF_1191,9999.0
DFF_1192,9999.0
DFF_1193,9999.0
DFF_1194,9999.0
DFF_1195,9999.0
DFF_1196,9999.0
DFF_1197,9999.0
DFF_1198,9999.0
DFF_1199,9999.0
DFF_12,9999.0
DFF_120,9999.0
DFF_1200,9999.0
DFF_1201,9999.0
DFF_1202,9999.0
DFF_1203,9999.0
DFF_1204,9999.0
DFF_1205,9999.0
DFF_1206,9999.0
DFF_1207,9999.0
DFF_1208,9999.0
DFF_1209,9999.0
DFF_121,9999.0
DFF_1210,9999.0
DFF_1211,9999.0
DFF_1212,9999.0
DFF_1213,9999.0
DFF_1214,9999.0
DFF_1215,9999.0
DFF_1216,9999.0
DFF_1217,9999.0
DFF_1218,9999.0
DFF_1219,9999.0
DFF_122,9999.0
DFF_1220,9999.0
DFF_1221,9999.0
DFF_1222,9999.0
DFF_1223,9999.0
DFF_1224,9999.0
DFF_1225,9999.0
DFF_1226,9999.0
DFF_1227,9999.0
DFF_1228,9999.0
DFF_1229,9999.0
DFF_123,9999.0
DFF_1230,9999.0
DFF_1231,9999.0
DFF_1232,9999.0
DFF_1233,9999.0
DFF_1234,9999.0
DFF_1235,9999.0
DFF_1236,9999.0
DFF_1237,9999.0
DFF_1238,9999.0
DFF_1239,9999.0
DFF_124,9999.0
DFF_1240,9999.0
DFF_1241,9999.0
DFF_1242,9999.0
DFF_1243,9999.0
DFF_1244,9999.0
DFF_1245,9999.0
DFF_1246,9999.0
DFF_1247,9999.0
DFF_1248,9999.0
DFF_1249,9999.0
DFF_125,9999.0
DFF_1250,9999.0
DFF_1251,9999.0
DFF_1252,9999.0
DFF_1253,9999.0
DFF_1254,9999.0
DFF_1255,9999.0
DFF_1256,9999.0
DFF_1257,9999.0
DFF_1258,9999.0
DFF_1259,9999.0
DFF_126,9999.0
DFF_1260,9999.0
DFF_1261,9999.0
DFF_1262,9999.0
DFF_1263,9999.0
DFF_1264,9999.0
DFF_1265,9999.0
DFF_1266,9999.0
DFF_1267,9999.0
DFF_1268,9999.0
DFF_1269,9999.0
DFF_127,9999.0
DFF_1270,9999.0
DFF_1271,9999.0
DFF_1272,9999.0
DFF_1273,9999.0
DFF_1274,9999.0
DFF_1275,9999.0
DFF_1276,9999.0
DFF_1277,9999.0
DFF_1278,9999.0
DFF_1279,9999.0
DFF_128,9999.0
DFF_1280,9999.0
DFF_1281,9999.0
DFF_1282,9999.0
DFF_1283,9999.0
DFF_1284,9999.0
DFF_1285,9999.0
DFF_1286,9999.0
DFF_1287,9999.0
DFF_1288,9999.0
DFF_1289,9999.0
