ff_index,ff_name,timing_score,is_non_scan
0,U_g5057,14,0
1,U_g2771,26,0
2,U_g1882,16,0
3,U_g6462,32,0
4,U_g2299,18,0
5,U_g4040,31,0
6,U_g2547,15,0
7,U_g559,0,0
8,U_g3017,27,0
9,U_g3243,20,0
10,U_g452,24,0
11,U_g464,17,0
12,U_g3542,26,0
13,U_g5232,19,0
14,U_g5813,10,0
15,U_g2907,37,0
16,U_g1744,31,0
17,U_g5909,17,0
18,U_g1802,20,0
19,U_g3554,26,0
20,U_g6219,16,0
21,U_g807,24,0
22,U_g6031,0,0
23,U_g847,17,0
24,U_g976,20,0
25,U_g4172,38,0
26,U_g4372,21,0
27,U_g3512,32,0
28,U_g749,26,0
29,U_g3490,23,0
30,U_g6005,32,0
31,U_g4235,0,0
32,U_g1600,18,0
33,U_g1714,17,0
34,U_g3649,0,0
35,U_g3155,23,0
36,U_g3355,25,0
37,U_g2236,28,0
38,U_g4555,0,0
39,U_g3698,32,0
40,U_g6073,21,0
41,U_g1736,20,0
42,U_g1968,17,0
43,U_g4621,31,0
44,U_g5607,27,0
45,U_g2657,24,0
46,U_g5659,30,0
47,U_g490,16,0
48,U_g311,33,0
49,U_g6069,25,0
50,U_g772,22,0
51,U_g5587,31,0
52,U_g6177,29,0
53,U_g6377,0,0
54,U_g3167,24,0
55,U_g5615,19,0
56,U_g4567,18,0
57,U_g3057,22,0
58,U_g3457,27,0
59,U_g6287,18,0
60,U_g1500,17,0
61,U_g2563,24,0
62,U_g4776,21,0
63,U_g4593,17,0
64,U_g6199,36,0
65,U_g2295,18,0
66,U_g1384,11,0
67,U_g1339,14,0
68,U_g5180,16,0
69,U_g2844,36,0
70,U_g1024,16,0
71,U_g5591,23,0
72,U_g3598,26,0
73,U_g4264,15,0
74,U_g767,25,0
75,U_g5853,36,0
76,U_g3321,0,0
77,U_g2089,20,0
78,U_g4933,15,0
79,U_g4521,26,0
80,U_g5507,36,0
81,U_g3625,0,0
82,U_g6291,25,0
83,U_g294,24,0
84,U_g5559,21,0
85,U_g5794,25,0
86,U_g6144,19,0
87,U_g3813,18,0
88,U_g562,26,0
89,U_g608,25,0
90,U_g1205,23,0
91,U_g3909,20,0
92,U_g6259,14,0
93,U_g5905,17,0
94,U_g921,32,0
95,U_g2955,40,0
96,U_g203,21,0
97,U_g6088,26,0
98,U_g1099,21,0
99,U_g4878,21,0
100,U_g5204,18,0
101,U_g5630,0,0
102,U_g3606,26,0
103,U_g1926,24,0
104,U_g6215,16,0
105,U_g3586,22,0
106,U_g291,23,0
107,U_g4674,12,0
108,U_g3570,22,0
109,U_g640,0,0
110,U_g5969,0,0
111,U_g1862,21,0
112,U_g676,24,0
113,U_g843,26,0
114,U_g4132,27,0
115,U_g4332,28,0
116,U_g4153,25,0
117,U_g5666,0,0
118,U_g6336,14,0
119,U_g622,21,0
120,U_g3506,18,0
121,U_g4558,31,0
122,U_g6065,26,0
123,U_g6322,0,0
124,U_g3111,14,0
125,U_g117,26,0
126,U_g2837,8,0
127,U_g939,33,0
128,U_g278,28,0
129,U_g4492,25,0
130,U_g4864,21,0
131,U_g1036,22,0
132,U_g128,25,0
133,U_g1178,24,0
134,U_g3239,22,0
135,U_g718,21,0
136,U_g6195,32,0
137,U_g1135,25,0
138,U_g6137,26,0
139,U_g6395,13,0
140,U_g3380,24,0
141,U_g5343,18,0
142,U_g554,25,0
143,U_g496,18,0
144,U_g3853,36,0
145,U_g5134,27,0
146,U_g1422,0,0
147,U_g3794,24,0
148,U_g2485,25,0
149,U_g925,19,0
150,U_g48,37,0
151,U_g5555,31,0
152,U_g878,0,0
153,U_g1798,24,0
154,U_g4076,18,0
155,U_g2941,38,0
156,U_g3905,21,0
157,U_g763,25,0
158,U_g6255,14,0
159,U_g4375,24,0
160,U_g4871,22,0
161,U_g4722,36,0
162,U_g590,18,0
163,U_g6692,0,0
164,U_g1632,20,0
165,U_g5313,26,0
166,U_g3100,0,0
167,U_g1495,25,0
168,U_g6497,0,0
169,U_g1437,32,0
170,U_g6154,29,0
171,U_g1579,0,0
172,U_g5567,23,0
173,U_g1752,22,0
174,U_g1917,24,0
175,U_g744,26,0
176,U_g3040,30,0
177,U_g4737,37,0
178,U_g4809,31,0
179,U_g6267,16,0
180,U_g3440,27,0
181,U_g3969,0,0
182,U_g1442,25,0
183,U_g5965,17,0
184,U_g4477,26,0
185,U_g1233,25,0
186,U_g4643,31,0
187,U_g5264,19,0
188,U_g6329,0,0
189,U_g2610,28,0
190,U_g5160,36,0
191,U_g5360,22,0
192,U_g5933,21,0
193,U_g1454,13,0
